tabKey,equipmentId,equipmentName,basicInfo,parts,checks
tab6,AH-42,空氣調節箱 AH-42,"風量 (CMH)=≥24,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥208|馬達 (kW)=≤5.25*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-43,空氣調節箱 AH-43,"風量 (CMH)=≥34,600|機外靜壓 (Pa)=500|冷房能力 (kW)=≥295|馬達 (kW)=≤5.7*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-44,空氣調節箱 AH-44,"風量 (CMH)=≥17,000|機外靜壓 (Pa)=500|冷房能力 (kW)=≥154|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-45,空氣調節箱 AH-45,"風量 (CMH)=≥16,300|機外靜壓 (Pa)=500|冷房能力 (kW)=≥150|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-46,空氣調節箱 AH-46,"風量 (CMH)=≥13,600|機外靜壓 (Pa)=600|冷房能力 (kW)=≥102|馬達 (kW)=≤4.5*2 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=45|加濕器 (kg/hr)=5",空氣調節箱:1|電熱器:1|加濕器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%|!!關鍵!! 電熱器絕緣電阻與過熱保護測試|電熱器運轉電流與三相平衡確認|加濕器給水管路無洩漏測試|加濕器噴霧/蒸氣產生功能測試|濕度感知器連鎖控制測試
tab6,AH-47,空氣調節箱 AH-47,"風量 (CMH)=≥29,500|機外靜壓 (Pa)=450|冷房能力 (kW)=≥270|馬達 (kW)=≤4.4*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-48,空氣調節箱 AH-48,"風量 (CMH)=≥16,600|機外靜壓 (Pa)=450|冷房能力 (kW)=≥150|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-49,空氣調節箱 AH-49,"風量 (CMH)=≥17,800|機外靜壓 (Pa)=600|冷房能力 (kW)=≥133|馬達 (kW)=≤3.35*3 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=60|加濕器 (kg/hr)=5",空氣調節箱:1|電熱器:1|加濕器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%|!!關鍵!! 電熱器絕緣電阻與過熱保護測試|電熱器運轉電流與三相平衡確認|加濕器給水管路無洩漏測試|加濕器噴霧/蒸氣產生功能測試|濕度感知器連鎖控制測試
tab6,AH-50,空氣調節箱 AH-50,"風量 (CMH)=≥14,500|機外靜壓 (Pa)=400|冷房能力 (kW)=≥133|馬達 (kW)=≤4.5*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-51,空氣調節箱 AH-51,"風量 (CMH)=≥14,500|機外靜壓 (Pa)=400|冷房能力 (kW)=≥133|馬達 (kW)=≤4.5*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-52,空氣調節箱 AH-52,"風量 (CMH)=≥12,000|機外靜壓 (Pa)=400|冷房能力 (kW)=≥109|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-52,空氣調節箱 AH-53,"風量 (CMH)=≥10,200|機外靜壓 (Pa)=400|冷房能力 (kW)=≥95|馬達 (kW)=≤5.0*1 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-55,空氣調節箱 AH-55,"風量 (CMH)=≥10,200|機外靜壓 (Pa)=500|冷房能力 (kW)=≥88|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,空調箱安裝工程,空調箱安裝工程,空調箱安裝工程,避震墊 50mmt:294|不鏽鋼蝶閥 (齒輪式) Φ65:62|不鏽鋼蝶閥 (齒輪式) Φ80:62|不鏽鋼蝶閥 (齒輪式) Φ100:37|Y型過濾器 Φ50:8|Y型過濾器 Φ65:20|Y型過濾器 Φ80:18|Y型過濾器 Φ100:3|高壓橡膠防震軟管 Φ50:16|高壓橡膠防震軟管 Φ65:40|高壓橡膠防震軟管 Φ80:36|高壓橡膠防震軟管 Φ100:6|不鏽鋼球塞閥 Φ20:98|不鏽鋼球塞閥 Φ40:4|不鏽鋼球塞閥 Φ50:30|多功能流量平衡閥 Φ50:8|多功能流量平衡閥 Φ65:20|多功能流量平衡閥 Φ80:18|多功能流量平衡閥 Φ100:3|不銹鋼 4吋 溫度計:98|不銹鋼 4吋 充油壓力錶:98|防火風門:98|帆布防震接頭:98,銘牌規格與設計相符|管路流向標示
tab7,MP-51,MP-51,功用=系統電力源頭、變壓轉供與功因補償中心|負載=空氣斷路器 (ACB) 與電力電容器 (SC),ACB 3-2000-1800 65KA/480V:1台|集合式多功能電表:1只|PT 480V/220V 1000VA:2只|CT 600V 1600/5A:3只|多功能APFR-7段:1只|NFB 3-250AF-150AT 50KA/480V:6只|MC 3Φ 380V 240A(電容器專用):6只|SC 3Φ 600V 75KVAR(油式):6只|CS CB操作開關:1只|LED指示燈:2只|FUSE(含座):9只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,MP-52,MP-52,功用=系統電力源頭、變壓轉供與功因補償中心|負載=空氣斷路器 (ACB) 與電力電容器 (SC),ACB 3-2000-1800 65KA/480V:1台|集合式多功能電表:1只|PT 480V/220V 1000VA:2只|CT 600V 1600/5A:3只|多功能APFR-7段:1只|NFB 3-250AF-150AT 50KA/480V:6只|MC 3Φ 380V 240A(電容器專用):6只|SC 3Φ 600V 75KVAR(油式):6只|CS CB操作開關:1只|LED指示燈:2只|FUSE(含座):9只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,MP-53,MP-53,功用=系統電力源頭、變壓轉供與功因補償中心|負載=空氣斷路器 (ACB) 與電力電容器 (SC),NFB 3-100AF-50AT 20KA/480V:1只|NFB 3-100AF-100AT 20KA/220V:1只|NFB 3-100AF-75AT 20KA/220V:1只|NFB 3-100AF-30AT 20KA/220V:1只|NFB 2-100AF-100AT 20KA/220V:8只|膠注油式變壓器30KVA:1台,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-5,ACP-5,"功用=負責儲冰系統一次側的流體循環動力|負載=冷卻水泵 (CWP-13)、冰水泵 (CHP-13)、滷水泵 (BWP-1~3) 及變頻滷水泵 (BWP-4, 5)",2.5/2.5T粉體烤漆2.5/2.5T粉體烤漆洛地型附中門箱體:1座:1座|NFB 3-800AF-700AT 20KA/480V:1只|NFB 3-100AF-20AT~100AT 20KA/480V:21只|MS 3Φ 480V 45kW:3只|MS 3Φ 480V 30kW:5只|MS 3Φ 480V 22kW:3只|MS 3Φ 480V 7.5kW:7只|變頻器 480V 30kW:2只|變頻器 480V 7.5kW:7只|集合式數位電表(RS485):1只|比流器5A:3只|盤內照明 LED 5W:1盞,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-51,ACP-51,功用=供應儲冰槽內部運轉與攪拌動力|負載=8 座動態式儲冰槽 (IST-1) 內部攪拌馬達及相關控制元件,2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-100AF-20AT~60AT 20KA/480V:11只|MS 3Φ 480V 2.2kW:8只|變頻器 480V 2.2kW:8只|盤內照明 LED 5W:1盞,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-6,ACP-6,功用=負責一般空調水系統與區域供應的循環動力|負載=冷卻水泵 (CWP-46)、冰水泵 (CHP-46) 及變頻區域冰水泵 (ZP-1~6)。,2.5/2.5T粉體烤漆2.5/2.5T粉體烤漆洛地型附中門箱體:1座:1座|NFB 3-600AF-500AT 20KA/480V:1只|NFB 3-100AF-30AT~75AT 20KA/480V:14只|MS 3Φ 480V 22kW:3只|MS 3Φ 480V 18.5kW:3只|MS 3Φ 480V 15kW:6只|變頻器 480V 18.5kW:3只|變頻器 480V 15kW:6只|集合式數位電表(RS485):1只|比流器5A:3只|盤內照明 LED 5W:1盞,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-71,ACP-71,功用=供應各樓層大型空調箱 (AHU) 的主電力|負載=分區內各型大型空調箱馬達。,2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-250AF-250AT 20KA/480V:2只|NFB 3-100AF-15AT~100AT 20KA/480V:7只|MS 3Φ 480V 90kW:1只|MS 3Φ 480V 45kW:1只|MS 3Φ 480V 30kW:1只|MS 3Φ 480V 11kW:1只|MS 3Φ 480V 3.7kW:1只|集合式數位電表(RS485):1只|比流器5A:3只|現場壁掛型箱體:3座|現場箱內 NFB 3-100AF-15AT~100AT 20KA/480V:5只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-72,ACP-72,功用=供應各樓層大型空調箱 (AHU) 的主電力|負載=分區內各型大型空調箱馬達。,2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-400AF-400AT 20KA/480V:1只|NFB 3-100AF-15AT~50AT 20KA/480V:17只|MS 3Φ 480V 20kW:1只|MS 3Φ 480V 15kW:7只|MS 3Φ 380 11kW:7只|MS 3Φ 480V 5.5kW:1只|MS 3Φ 480V 3.75kW:1只|集合式數位電表(RS485):1只|比流器5A:3只|現場壁掛型箱體:13座|現場箱內 NFB 3-100AF-15AT~100AT 20KA/480V:17只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-81,ACP-81,功用=供應各樓層大型空調箱 (AHU) 的主電力|負載=分區內各型大型空調箱馬達。,2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-250AF-250AT 20KA/480V:2只|NFB 3-100AF-15AT~100AT 20KA/480V:9只|MS 3Φ 480V 60kW:1只|MS 3Φ 480V 45kW:1只|MS 3Φ 480V 24kW:1只|MS 3Φ 480V 7.5kW:3只|集合式數位電表(RS485):1只|比流器5A:3只|現場壁掛型箱體:4座|現場箱內 NFB 3-100AF-15AT~100AT 20KA/480V:7只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-82,ACP-82,功用=供應各樓層大型空調箱 (AHU) 的主電力|負載=分區內各型大型空調箱馬達。,2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-400AF-400AT 20KA/480V:1只|NFB 3-100AF-15AT~40AT 20KA/480V:19只|MS 3Φ 380 22kW:1只|MS 3Φ 380 15kW:5只|MS 3Φ 480V 11kW:11只|MS 3Φ 380 5.5kW:2只|集合式數位電表(RS485):1只|比流器5A:3只|現場壁掛型箱體:15座|現場箱內 NFB 3-100AF-15AT~100AT 20KA/480V:19只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-91,ACP-91,功用=供應各樓層大型空調箱 (AHU) 的主電力|負載=分區內各型大型空調箱馬達。,2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-400AF-300AT 20KA/480V:2只|NFB 3-100AF-15AT~100AT 20KA/480V:8只|MS 3Φ 480V 60kW:1只|MS 3Φ 480V 45kW:3只|MS 3Φ 480V 7.5kW:2只|集合式數位電表(RS485):1只|比流器5A:3只|現場壁掛型箱體:4座|現場箱內 NFB 3-100AF-15AT~100AT 20KA/480V:6只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-92,ACP-92,功用=供應各樓層大型空調箱 (AHU) 的主電力|負載=分區內各型大型空調箱馬達。,2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-400AF-400AT 20KA/480V:1只|NFB 3-100AF-15AT~30AT 20KA/480V:16只|MS 3Φ 480V 22kW:4只|MS 3Φ 380 15kW:1只|MS 3Φ 380 11kW:10只|MS 3Φ 480V 5.5kW:1只|集合式數位電表(RS485):1只|比流器5A:3只|現場壁掛型箱體:15座|現場箱內 NFB 3-100AF-15AT~100AT 20KA/480V:16只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-10,ACP-10,"功用=負責系統環境輔助控制，如排氣與除濕|負載=箱型式除濕機 (DH-1, 2) 與各式排風機 (EF)",2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-100AF-75AT 20KA/220V:1只|NFB 2-100AF-30AT 20KA/220V:14只|MS 3Φ 220V 3.75kW:13只|集合式數位電表(RS485):1只|比流器5A:3只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7," ACP-11",ACP-11,"功用=負責系統環境輔助控制，如排氣與除濕|負載=箱型式除濕機 (DH-1, 2) 與各式排風機 (EF)",2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-225AF-50AT 20KA/480V:1只|NFB 3-100AF-15AT~30AT 20KA/480V:17只|MS 3Φ 480V 7.5kW:1只|MS 3Φ 480V 0.75kW:16只|集合式數位電表(RS485):1只|比流器5A:3只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-12,ACP-12,"功用=負責系統環境輔助控制，如排氣與除濕|負載=箱型式除濕機 (DH-1, 2) 與各式排風機 (EF)",2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-225AF-200AT 20KA/480V:1只|NFB 3-100AF-15AT~50AT 20KA/480V:22只|MS 3Φ 480V 15kW:4只|MS 3Φ 480V 5.5kW:2只|MS 3Φ 480V 3.75kW:2只|MS 3Φ 480V 2.2kW:14只|集合式數位電表(RS485):1只|比流器5A:3只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,RF-ACP PANE,RF-ACP PANE,"功用=供應屋頂氣冷式系統電力|負載=氣冷變頻式冰水主機 (ACH-1, 2, 3)",SUS#304粉體烤漆箱體:1座|NFB 3-250AF-250AT 20KA/480V:1只|NFB 3-100AF-100AT 20KA/480V:4只,現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,ACP-103P,ACP-103P,功用=針對蒐藏庫提供獨立且穩定的空調電力|負載=i103 蒐藏庫專用空調箱、送風機 (FCU) 及相關控制器,"1.5T粉體烤漆2.5/2.5T粉體烤漆洛地型附中門箱體:1座|NFB 3-100AF-50AT~20KA/480V:1只|NFB 2-100AF-15KA/220V:2只|MS 3Φ 480V 2.2kW:2只|CPU控制器及I/O擴充模組:1組|7"" TFT 觸控人機控制面板:1組",現場測試報告：精確度、檢查表|連續性測試|絕緣測試|控制、劑量及保護功能測試
tab7,吸頂式平板燈具,吸頂式平板燈具,38W|110Lm/W,吸頂式平板燈具:28,銘牌規格與設計相符
tab7,圓形天井燈形燈具,圓形天井燈形燈具,100W,圓形天井燈形燈具:30,銘牌規格與設計相符
tab8,DH-1-01,DH-1 箱型除溼機 #1,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-1-02,DH-1 箱型除溼機 #2,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-1-03,DH-1 箱型除溼機 #3,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-1-04,DH-1 箱型除溼機 #4,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-1-05,DH-1 箱型除溼機 #5,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-1-06,DH-1 箱型除溼機 #6,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-1-07,DH-1 箱型除溼機 #7,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-1-08,DH-1 箱型除溼機 #8,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-1-09,DH-1 箱型除溼機 #9,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-1-10,DH-1 箱型除溼機 #10,除濕量=≥ 384 L/D|電源=三相 380V/60Hz|電功率=5.54 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-2-01,DH-2 箱型除溼機 #1,除濕量需=≥ 216 L/D|電源=三相 380V/60Hz|電功率為 3.16 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab8,DH-2-02,DH-2 箱型除溼機 #2,除濕量需=≥ 216 L/D|電源=三相 380V/60Hz|電功率為 3.16 kW|壓縮機形式=渦卷式|冷媒=R-410a|風機=內置散風機 + Fin coil|控制=中央監控 + 液位/排水警報,箱型除溼機:1|橡膠式避震墊及摯震裝置:1,銘牌規格與設計相符|冷凝水排放順暢
tab9,CET-1,CET-1 滷水膨脹水箱,類型=圓桶密閉囊袋式|容量=750 L|用途=存放 25% W.T.乙二醇|材質=碳鋼|備註=含1000L滷水混合桶槽及補給泵,滷水膨脹水箱:1|1000L滷水混合槽:1|補給泵:1,安裝於平整基座並確實固定，且其設置高度需高於系統最高點|補給水管、溢流管及排水管應依規定引接至最近之地漏或排水處|自動補給水閥是否能正確啟閉|測試高/低液位警報訊號是否能傳輸至監控系統|滿水試驗，確認接頭及箱體無漏水現象
tab9,EXT-1,EXT-1 冰水膨脹水箱,類型=開放式FRP|容量=1200 L|用途=冰水系統|數量=1,冰水膨脹水箱1200L:1,安裝於平整基座並確實固定，且其設置高度需高於系統最高點|補給水管、溢流管及排水管應依規定引接至最近之地漏或排水處|自動補給水閥是否能正確啟閉|測試高/低液位警報訊號是否能傳輸至監控系統|滿水試驗，確認接頭及箱體無漏水現象
tab9,EXT-2,EXT-2 冰水膨脹水箱,類型=開放式FRP|容量=400 L|用途=冰水系統|數量=2,冰水膨脹水箱400L:2,安裝於平整基座並確實固定，且其設置高度需高於系統最高點|補給水管、溢流管及排水管應依規定引接至最近之地漏或排水處|自動補給水閥是否能正確啟閉|測試高/低液位警報訊號是否能傳輸至監控系統|滿水試驗，確認接頭及箱體無漏水現象
tab9,EXT-3,EXT-3 冰水膨脹水箱,類型=開放式FRP|容量=200 L|用途=冰水系統|數量=4,冰水膨脹水箱200L:4,安裝於平整基座並確實固定，且其設置高度需高於系統最高點|補給水管、溢流管及排水管應依規定引接至最近之地漏或排水處|自動補給水閥是否能正確啟閉|測試高/低液位警報訊號是否能傳輸至監控系統|滿水試驗，確認接頭及箱體無漏水現象
tab10,水處理加藥系統,水處理加藥系統,冷卻水處理=抑制水垢、抗腐蝕、抑制退伍軍人症、除澡類及真菌,電極式水垢處理機:2|電極網:2|冷凝水樣品分析報告:1|化學定量泵(含加藥桶):2|電動球塞閥直結型 20A:8|流動開關:3|戶外型不鏽鋼控制箱:1|殺菌除蚤劑:900KG|溴氯錠(含氯50%以上):2400|腐蝕抑制劑:450KG,電導度控制排水|指示燈功能|每一冷凝水系統6次測試報告|各種藥劑的相容性證明
tab11,DOC-TAB,TAB 測試調整平衡報告,標準=NEBB Procedural Standards|內容=風側 + 水側|允許值|風機設備=+10%|出風口、進風口=±10%|水泵浦流量=+10%,TAB 測試調整平衡計畫書:1|風側系統流量平衡報告書:1|水側系統流量平衡報告書:1,定風量空調系統|定水量系統|變水量系統|一次測及二次側水系統
tab11,DOC-CX,CX 設備系統確校驗證報告,空調系統性能確認Commissioning，(簡稱 CX)=是以書面文件鑑定系統與設備的施工、安裝及啟動運轉是否符合契約要求與設計原意的程序|單體設備測試=確認設備依操作說明書啟動並運轉正常|子系統測試=確認風管或水管子系統的設定點、感測值、設定調整反應、連鎖及保護動作符合預期|全系統整合測試=確認整體空間控制條件（如溫濕度）、信號傳輸、噪音及振動是否符合設計與法規要求|負荷模擬測試=若因季節因素無法進行實際負荷測試，可採調整設定參數的方式測試系統的正逆向反應|對 TAB 報告的抽測與驗證=抽測點數應為總量測數量的 5% 至 20%,CX 設備系統確校驗證計畫書:1|CX 設備系統確校驗證報告書:1,冷熱源產生設備|熱排放與熱回收設備|風管系統|水管系統|空調控制系統|空調配電系統|與其他系統的相關介面